"Substrate","ChEBI","TCNumber","InChI"
"calcium(2+)","CHEBI:3308","1.A.1.11.12","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.81.4.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.1.11.6","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.1.11.8","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.55.1.2","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.84.2.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.10.1.28","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.1.11.23","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.4.1.6","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.5.3.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.52.1.4","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.1.5.33","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","3.A.3.2.19","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","3.A.3.2.29","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.77.1.9","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.1.11.24","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.1.19.2","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.55.4.2","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.H.1.7.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.3.1.4","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","3.A.3.2.25","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","9.A.78.1.2","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.54.1.2","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.4.1.4","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.69.1.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.4.5.2","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.87.1.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.87.2.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.1.11.26","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.74.1.2","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.6.2.2","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","2.A.19.4.7","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.1.5.29","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.50.3.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.5.1.2","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.17.4.6","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","3.A.3.2.8","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","9.A.36.1.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","3.A.3.2.12","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.102.1.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","3.A.3.2.31","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","3.A.3.2.39","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","2.A.19.3.6","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.17.5.10","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.3.2.5","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.4.7.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","3.E.1.7.2","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","2.A.19.3.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.54.2.2","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.4.2.7","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","2.A.38.3.4","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","3.A.3.2.42","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.3.2.11","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.17.4.18","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","2.A.19.4.3","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","2.A.19.4.11","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.1.11.5","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.77.1.13","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.37.1.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","3.A.3.2.24","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","2.A.19.2.9","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.H.1.1.5","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","2.A.19.10.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.35.3.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.50.3.3","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.77.1.16","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","3.A.3.2.38","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","3.A.3.2.26","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","3.E.1.7.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.87.2.3","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.1.11.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","2.A.19.2.4","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.3.2.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","3.A.3.2.44","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.4.1.11","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","3.A.3.2.6","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","3.A.3.2.11","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.3.2.8","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.4.1.13","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.84.1.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","2.A.19.4.9","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.4.4.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.4.2.11","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.77.1.6","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.26.1.2","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.53.1.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.4.2.5","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.52.3.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.3.2.17","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.9.1.22","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.77.1.14","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","9.A.78.1.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.77.1.12","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.3.1.7","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.50.3.2","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.4.5.8","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.4.5.5","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","2.A.19.2.5","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.C.89.1.2","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.3.2.6","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.4.1.8","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.84.1.5","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.4.1.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.1.5.27","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","3.A.3.2.28","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","2.A.36.7.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.71.2.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","2.A.19.4.12","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.1.13.3","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.77.1.8","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.4.1.12","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","3.A.3.2.3","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.74.2.2","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.3.2.13","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.4.2.4","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.77.1.10","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.1.11.21","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","3.A.3.2.18","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","2.A.19.1.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.4.3.2","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.4.7.3","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","2.A.19.3.2","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.4.2.12","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.1.11.9","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.31.1.7","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","3.A.3.2.20","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.87.4.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.4.3.3","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","3.A.3.2.1","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:3308","1.A.4.1.7","InChI=1S/Ca/q+2"
"calcium(2+)","CHEBI:48760","1.A.94.1.1","InChI=1S/Ca/q+2"
"camalexin","CHEBI:22990","3.A.1.205.23","InChI=1S/C11H8N2S/c1-2-4-10-8(3-1)9(7-13-10)11-12-5-6-14-11/h1-7,13H"
"camalexin","CHEBI:22990","3.A.1.205.26","InChI=1S/C11H8N2S/c1-2-4-10-8(3-1)9(7-13-10)11-12-5-6-14-11/h1-7,13H"
"camptothecin","CHEBI:3343","3.A.1.204.7","InChI=1S/C20H16N2O4/c1-2-20(25)14-8-16-17-12(7-11-5-3-4-6-15(11)21-17)9-22(16)18(23)13(14)10-26-19(20)24/h3-8,25H,2,9-10H2,1H3/t20-/m0/s1"
"camptothecin","CHEBI:3343","3.A.1.205.7","InChI=1S/C20H16N2O4/c1-2-20(25)14-8-16-17-12(7-11-5-3-4-6-15(11)21-17)9-22(16)18(23)13(14)10-26-19(20)24/h3-8,25H,2,9-10H2,1H3/t20-/m0/s1"
"capreomycin","CHEBI:3371","2.A.1.49.10","InChI=1S/C25H44N14O8.C25H44N14O7/c26-4-1-2-11(27)6-17(41)32-8-14-20(43)35-15(9-34-25(30)47)21(44)39-18(13-3-5-31-24(29)38-13)23(46)33-7-12(28)19(42)37-16(10-40)22(45)36-14;1-11-19(41)36-15(9-32-17(40)7-12(27)3-2-5-26)21(43)37-16(10-34-25(30)46)22(44)39-18(14-4-6-31-24(29)38-14)23(45)33-8-13(28)20(42)35-11/h9,11-14,16,18,40H,1-8,10,26-28H2,(H,32,41)(H,33,46)(H,35,43)(H,36,45)(H,37,42)(H,39,44)(H3,29,31,38)(H3,30,34,47);10-15,18H,2-9,26-28H2,1H3,(H,32,40)(H,33,45)(H,35,42)(H,36,41)(H,37,43)(H,39,44)(H3,29,31,38)(H3,30,34,46)/b15-9+;16-10+/t11-,12-,13+,14-,16-,18-;11-,12-,13-,14+,15-,18-/m00/s1"
"capsidiol","CHEBI:3377","3.A.1.205.25","InChI=1S/C15H24O2/c1-9(2)11-5-6-12-14(17)7-13(16)10(3)15(12,4)8-11/h6,10-11,13-14,16-17H,1,5,7-8H2,2-4H3/t10-,11-,13-,14-,15-/m1/s1"
"carbamoyl phosphate","CHEBI:3389","2.A.13.1.3","InChI=1S/CH4NO5P/c2-1(3)7-8(4,5)6/h(H2,2,3)(H2,4,5,6)"
"carbenicillin","CHEBI:3393","2.A.6.2.8","InChI=1S/C17H18N2O6S/c1-17(2)11(16(24)25)19-13(21)10(14(19)26-17)18-12(20)9(15(22)23)8-6-4-3-5-7-8/h3-7,9-11,14H,1-2H3,(H,18,20)(H,22,23)(H,24,25)/t9?,10-,11+,14-/m1/s1"
"carbenicillin","CHEBI:3393","2.A.6.2.15","InChI=1S/C17H18N2O6S/c1-17(2)11(16(24)25)19-13(21)10(14(19)26-17)18-12(20)9(15(22)23)8-6-4-3-5-7-8/h3-7,9-11,14H,1-2H3,(H,18,20)(H,22,23)(H,24,25)/t9?,10-,11+,14-/m1/s1"
"carbenicillin","CHEBI:3393","1.B.25.1.8","InChI=1S/C17H18N2O6S/c1-17(2)11(16(24)25)19-13(21)10(14(19)26-17)18-12(20)9(15(22)23)8-6-4-3-5-7-8/h3-7,9-11,14H,1-2H3,(H,18,20)(H,22,23)(H,24,25)/t9?,10-,11+,14-/m1/s1"
"carbon dioxide","CHEBI:3283","8.A.164.1.1","InChI=1S/CO2/c2-1-3"
"carbon dioxide","CHEBI:3283","1.A.11.4.2","InChI=1S/CO2/c2-1-3"
"carbon dioxide","CHEBI:3283","1.A.8.11.8","InChI=1S/CO2/c2-1-3"
"carbon dioxide","CHEBI:3283","1.A.11.4.3","InChI=1S/CO2/c2-1-3"
"carbon dioxide","CHEBI:3283","1.A.11.4.1","InChI=1S/CO2/c2-1-3"
"carbon dioxide","CHEBI:3283","1.A.11.4.8","InChI=1S/CO2/c2-1-3"
"carbon dioxide","CHEBI:3283","1.A.11.4.10","InChI=1S/CO2/c2-1-3"
"carbon dioxide","CHEBI:3283","1.A.11.4.11","InChI=1S/CO2/c2-1-3"
"carbon dioxide","CHEBI:3283","9.A.2.1.2","InChI=1S/CO2/c2-1-3"
"carbon dioxide","CHEBI:3283","1.A.11.4.5","InChI=1S/CO2/c2-1-3"
"carbon dioxide","CHEBI:3283","1.A.8.10.2","InChI=1S/CO2/c2-1-3"
"carbon dioxide","CHEBI:3283","1.A.8.13.2","InChI=1S/CO2/c2-1-3"
"carbon dioxide","CHEBI:3283","9.B.73.1.2","InChI=1S/CO2/c2-1-3"
"carbon dioxide","CHEBI:3283","9.A.2.1.1","InChI=1S/CO2/c2-1-3"
"carbon dioxide","CHEBI:3283","1.A.8.11.3","InChI=1S/CO2/c2-1-3"
"carbon dioxide","CHEBI:3283","1.A.8.6.4","InChI=1S/CO2/c2-1-3"
"carbon dioxide","CHEBI:3283","1.A.8.10.5","InChI=1S/CO2/c2-1-3"
"carbon dioxide","CHEBI:3283","1.A.11.4.7","InChI=1S/CO2/c2-1-3"
"carbon dioxide","CHEBI:3283","1.A.8.1.2","InChI=1S/CO2/c2-1-3"
"carbon dioxide","CHEBI:3283","1.A.11.4.6","InChI=1S/CO2/c2-1-3"
"carbon dioxide","CHEBI:3283","1.A.11.4.4","InChI=1S/CO2/c2-1-3"
"carbon dioxide","CHEBI:3283","1.A.8.11.2","InChI=1S/CO2/c2-1-3"
"carbon dioxide","CHEBI:3283","1.A.8.8.1","InChI=1S/CO2/c2-1-3"
"carbonate","CHEBI:29201","2.A.31.2.15","InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)/p-2"
"carbonate","CHEBI:29201","2.A.31.2.12","InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)/p-2"
"carbonic acid","CHEBI:3401","9.A.2.1.1","InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)"
"carboxymycobactin","CHEBI:62579","3.A.1.21.2","InChI=1S/C40H59N5O12/c1-4-32(26(2)36(50)41-29-19-14-17-25-45(55)39(29)52)57-40(53)30(42-37(51)35-27(3)56-38(43-35)28-18-12-13-21-31(28)46)20-15-16-24-44(54)33(47)22-10-8-6-5-7-9-11-23-34(48)49/h10,12-13,18,21-22,26-27,29-30,32,35,46,54-55H,4-9,11,14-17,19-20,23-25H2,1-3H3,(H,41,50)(H,42,51)(H,48,49)/b22-10-"
"cardiolipin","CHEBI:3411","2.A.127.1.4","InChI=1S/C81H142O17P2.2Na/c1-5-9-13-17-21-25-29-33-37-41-45-49-53-57-61-65-78(83)91-71-76(97-80(85)67-63-59-55-51-47-43-39-35-31-27-23-19-15-11-7-3)73-95-99(87,88)93-69-75(82)70-94-100(89,90)96-74-77(98-81(86)68-64-60-56-52-48-44-40-36-32-28-24-20-16-12-8-4)72-92-79(84)66-62-58-54-50-46-42-38-34-30-26-22-18-14-10-6-2;;/h21-28,33-40,75-77,82H,5-20,29-32,41-74H2,1-4H3,(H,87,88)(H,89,90);;/q;2*+1/p-2"
"cardiolipin","CHEBI:3411","3.A.3.8.11","InChI=1S/C81H142O17P2.2Na/c1-5-9-13-17-21-25-29-33-37-41-45-49-53-57-61-65-78(83)91-71-76(97-80(85)67-63-59-55-51-47-43-39-35-31-27-23-19-15-11-7-3)73-95-99(87,88)93-69-75(82)70-94-100(89,90)96-74-77(98-81(86)68-64-60-56-52-48-44-40-36-32-28-24-20-16-12-8-4)72-92-79(84)66-62-58-54-50-46-42-38-34-30-26-22-18-14-10-6-2;;/h21-28,33-40,75-77,82H,5-20,29-32,41-74H2,1-4H3,(H,87,88)(H,89,90);;/q;2*+1/p-2"
"cardiolipin","CHEBI:3411","2.A.127.1.2","InChI=1S/C81H142O17P2.2Na/c1-5-9-13-17-21-25-29-33-37-41-45-49-53-57-61-65-78(83)91-71-76(97-80(85)67-63-59-55-51-47-43-39-35-31-27-23-19-15-11-7-3)73-95-99(87,88)93-69-75(82)70-94-100(89,90)96-74-77(98-81(86)68-64-60-56-52-48-44-40-36-32-28-24-20-16-12-8-4)72-92-79(84)66-62-58-54-50-46-42-38-34-30-26-22-18-14-10-6-2;;/h21-28,33-40,75-77,82H,5-20,29-32,41-74H2,1-4H3,(H,87,88)(H,89,90);;/q;2*+1/p-2"
"cardiolipin","CHEBI:3411","2.A.127.1.1","InChI=1S/C81H142O17P2.2Na/c1-5-9-13-17-21-25-29-33-37-41-45-49-53-57-61-65-78(83)91-71-76(97-80(85)67-63-59-55-51-47-43-39-35-31-27-23-19-15-11-7-3)73-95-99(87,88)93-69-75(82)70-94-100(89,90)96-74-77(98-81(86)68-64-60-56-52-48-44-40-36-32-28-24-20-16-12-8-4)72-92-79(84)66-62-58-54-50-46-42-38-34-30-26-22-18-14-10-6-2;;/h21-28,33-40,75-77,82H,5-20,29-32,41-74H2,1-4H3,(H,87,88)(H,89,90);;/q;2*+1/p-2"
"cardiolipin","CHEBI:3411","2.A.127.1.3","InChI=1S/C81H142O17P2.2Na/c1-5-9-13-17-21-25-29-33-37-41-45-49-53-57-61-65-78(83)91-71-76(97-80(85)67-63-59-55-51-47-43-39-35-31-27-23-19-15-11-7-3)73-95-99(87,88)93-69-75(82)70-94-100(89,90)96-74-77(98-81(86)68-64-60-56-52-48-44-40-36-32-28-24-20-16-12-8-4)72-92-79(84)66-62-58-54-50-46-42-38-34-30-26-22-18-14-10-6-2;;/h21-28,33-40,75-77,82H,5-20,29-32,41-74H2,1-4H3,(H,87,88)(H,89,90);;/q;2*+1/p-2"
"carnitine","CHEBI:17126","2.A.1.19.12","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3"
"carnitine","CHEBI:17126","2.A.1.19.13","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3"
"carnitine","CHEBI:17126","2.A.1.19.39","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3"
"carnitinium","CHEBI:3424","2.A.29.8.3","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1"
"carnitinium","CHEBI:3424","2.A.1.19.41","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1"
"carnitinium","CHEBI:3424","3.A.1.12.1","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1"
"carnitinium","CHEBI:3424","4.C.1.1.6","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1"
"carnitinium","CHEBI:3424","3.A.1.12.10","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1"
"carnitinium","CHEBI:3424","2.A.29.8.4","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1"
"carnitinium","CHEBI:3424","3.A.1.12.12","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1"
"carnitinium","CHEBI:3424","2.A.1.6.4","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1"
"carnitinium","CHEBI:3424","2.A.1.19.39","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1"
"carnitinium","CHEBI:3424","2.A.29.8.1","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1"
"carnitinium","CHEBI:3424","2.A.15.2.1","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1"
"carnitinium","CHEBI:3424","2.A.1.19.2","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1"
"carnitinium","CHEBI:3424","3.A.1.12.4","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1"
"carnitinium","CHEBI:3424","2.A.29.8.5","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1"
"carnitinium","CHEBI:3424","2.A.1.19.3","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1"
"carnitinium","CHEBI:3424","2.A.15.2.2","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1"
"carnitinium","CHEBI:3424","2.A.1.13.12","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1"
"carnosine","CHEBI:3428","2.A.17.3.11","InChI=1S/C9H14N4O3/c10-2-1-8(14)13-7(9(15)16)3-6-4-11-5-12-6/h4-5,7H,1-3,10H2,(H,11,12)(H,13,14)(H,15,16)/t7-/m0/s1"
"caspofungin","CHEBI:599509","3.A.1.205.5","InChI=1S/C52H88N10O15/c1-5-28(2)24-29(3)12-10-8-6-7-9-11-13-39(69)56-34-26-38(68)46(55-22-21-54)60-50(75)43-37(67)19-23-61(43)52(77)41(36(66)18-20-53)58-49(74)42(45(71)44(70)31-14-16-32(64)17-15-31)59-48(73)35-25-33(65)27-62(35)51(76)40(30(4)63)57-47(34)72/h14-17,28-30,33-38,40-46,55,63-68,70-71H,5-13,18-27,53-54H2,1-4H3,(H,56,69)(H,57,72)(H,58,74)(H,59,73)(H,60,75)/t28-,29+,30+,33+,34-,35-,36+,37-,38+,40-,41-,42-,43-,44-,45-,46-/m0/s1"
"CCCP","CHEBI:3259","2.A.1.3.2","InChI=1S/C9H5ClN4/c10-7-2-1-3-8(4-7)13-14-9(5-11)6-12/h1-4,13H"
"CCCP","CHEBI:3259","2.A.1.2.9","InChI=1S/C9H5ClN4/c10-7-2-1-3-8(4-7)13-14-9(5-11)6-12/h1-4,13H"
"CCCP","CHEBI:3259","2.A.1.3.34","InChI=1S/C9H5ClN4/c10-7-2-1-3-8(4-7)13-14-9(5-11)6-12/h1-4,13H"
"CCCP","CHEBI:3259","2.A.1.3.24","InChI=1S/C9H5ClN4/c10-7-2-1-3-8(4-7)13-14-9(5-11)6-12/h1-4,13H"
"cefaloridine","CHEBI:3537","1.B.6.1.4","InChI=1S/C19H17N3O4S2/c23-14(9-13-5-4-8-27-13)20-15-17(24)22-16(19(25)26)12(11-28-18(15)22)10-21-6-2-1-3-7-21/h1-8,15,18H,9-11H2,(H-,20,23,25,26)/t15-,18-/m1/s1"
"cefepime","CHEBI:3486","1.B.1.1.20","InChI=1S/C19H24N6O5S2/c1-25(5-3-4-6-25)7-10-8-31-17-13(16(27)24(17)14(10)18(28)29)22-15(26)12(23-30-2)11-9-32-19(20)21-11/h9,13,17H,3-8H2,1-2H3,(H3-,20,21,22,26,28,29)/b23-12-/t13-,17-/m1/s1"
"cefepime","CHEBI:3486","2.A.6.2.15","InChI=1S/C19H24N6O5S2/c1-25(5-3-4-6-25)7-10-8-31-17-13(16(27)24(17)14(10)18(28)29)22-15(26)12(23-30-2)11-9-32-19(20)21-11/h9,13,17H,3-8H2,1-2H3,(H3-,20,21,22,26,28,29)/b23-12-/t13-,17-/m1/s1"
"cefepime","CHEBI:3486","1.B.1.4.3","InChI=1S/C19H24N6O5S2/c1-25(5-3-4-6-25)7-10-8-31-17-13(16(27)24(17)14(10)18(28)29)22-15(26)12(23-30-2)11-9-32-19(20)21-11/h9,13,17H,3-8H2,1-2H3,(H3-,20,21,22,26,28,29)/b23-12-/t13-,17-/m1/s1"
"cefoperazone","CHEBI:3493","2.A.6.3.14","InChI=1S/C25H27N9O8S2/c1-3-32-8-9-33(21(39)20(32)38)24(42)27-15(12-4-6-14(35)7-5-12)18(36)26-16-19(37)34-17(23(40)41)13(10-43-22(16)34)11-44-25-28-29-30-31(25)2/h4-7,15-16,22,35H,3,8-11H2,1-2H3,(H,26,36)(H,27,42)(H,40,41)/t15-,16-,22-/m1/s1"
