"TCNumber","ChEBI","Substrate"
"2.A.60.1.14","CHEBI:60311","thyroid hormone"
"2.A.60.1.14","CHEBI:25078","luciferin"
"1.A.3.2.4","CHEBI:3308","calcium(2+)"
"2.A.18.7.1","CHEBI:2642","alpha-amino acid"
"2.A.1.1.55","CHEBI:5584","hydron"
"2.A.1.1.55","CHEBI:10085","xylose"
"2.A.1.1.55","CHEBI:6181","L-arabinopyranose"
"2.A.1.1.55","CHEBI:5256","galactose"
"1.C.35.3.2","CHEBI:25367","molecule"
"3.A.1.105.17","CHEBI:8150","phospholipid"
"3.A.1.105.17","CHEBI:26188","polyketide"
"1.A.57.1.5","CHEBI:36915","inorganic cation"
"2.A.3.7.1","CHEBI:29987","glutamate(2-)"
"2.A.3.7.1","CHEBI:16865","gamma-aminobutyric acid"
"3.A.3.8.22","CHEBI:16247","phospholipid"
"1.B.1.4.5","CHEBI:25367","molecule"
"2.A.1.3.68","CHEBI:2426","acid"
"3.A.1.3.4","CHEBI:29987","glutamate(2-)"
"1.A.55.4.1","CHEBI:3308","calcium(2+)"
"1.A.48.1.3","CHEBI:3731","chloride"
"8.A.163.1.1","CHEBI:14911","protein"
"1.B.31.1.7","CHEBI:25367","molecule"
"1.B.45.1.1","CHEBI:25367","molecule"
"2.A.1.1.105","CHEBI:5709","hexose"
"3.A.1.142.1","CHEBI:5476","glycolipid"
"2.A.3.10.1","CHEBI:23337","cobalt(2+)"
"2.A.3.10.1","CHEBI:23380","copper(2+)"
"2.A.3.10.1","CHEBI:29035","manganese(2+)"
"2.A.3.10.1","CHEBI:25517","nickel(2+)"
"2.A.3.10.1","CHEBI:10113","zinc(2+)"
"2.A.3.10.1","CHEBI:5733","histidine"
"1.B.27.2.2","CHEBI:25367","molecule"
"2.A.32.1.3","CHEBI:26675","silicic acid"
"2.A.57.4.1","CHEBI:42626","glycyl-AMP zwitterion"
"2.A.57.4.1","CHEBI:63624","telbivudine"
"2.A.57.4.1","CHEBI:19065","1-methylinosine"
"2.A.57.4.1","CHEBI:7647","nucleoside"
"2.A.1.7.9","CHEBI:7201","N-acetylgalactosamine"
"2.A.51.1.12","CHEBI:29393","chromate(2-)"
"1.A.22.1.13","CHEBI:25367","molecule"
"2.A.110.1.6","CHEBI:5651","ferroheme b"
"1.C.106.1.3","CHEBI:25367","molecule"
"1.A.87.2.1","CHEBI:3308","calcium(2+)"
"3.A.1.152.2","CHEBI:6494","lipopolysaccharide"
"1.F.1.1.3","CHEBI:25512","neurotransmitter"
"1.A.112.2.12","CHEBI:3345","L-canavanine"
"1.A.112.2.12","CHEBI:8650","putrescine"
"3.A.1.6.7","CHEBI:9335","sulfate"
"2.A.1.2.35","CHEBI:3295","caffeine"
"2.A.1.2.35","CHEBI:27732","caffeine"
"2.A.19.2.6","CHEBI:3308","calcium(2+)"
"2.A.19.2.6","CHEBI:9175","sodium(1+)"
"2.A.19.2.6","CHEBI:5584","hydron"
"2.A.5.4.10","CHEBI:10113","zinc(2+)"
"2.A.7.18.1","CHEBI:3665","choline"
"2.A.3.10.27","CHEBI:27266","valine"
"2.A.95.1.6","CHEBI:7990","peptide"
"2.A.95.1.6","CHEBI:9116","serine"
"2.A.95.1.6","CHEBI:22582","antimicrobial agent"
"1.B.74.1.4","CHEBI:25367","molecule"
"2.A.53.1.1","CHEBI:9335","sulfate"
"1.B.2.1.3","CHEBI:25367","molecule"
"3.A.1.15.10","CHEBI:29035","manganese(2+)"
"3.A.1.15.10","CHEBI:10113","zinc(2+)"
"1.C.57.3.4","CHEBI:7990","peptide"
"1.C.57.3.4","CHEBI:25367","molecule"
"1.C.57.2.1","CHEBI:7990","peptide"
"1.C.57.2.1","CHEBI:25367","molecule"
"2.A.20.2.14","CHEBI:9175","sodium(1+)"
"2.A.20.2.14","CHEBI:7793","phosphate(3-)"
"9.B.1.2.5","CHEBI:62896","dimethylallyl-UTP"
"3.E.1.1.2","CHEBI:5584","hydron"
"9.A.29.3.4","CHEBI:9116","serine"
"2.A.18.2.5","CHEBI:2642","alpha-amino acid"
"2.A.66.2.14","CHEBI:25053","lipooligosaccharide"
"2.A.49.6.5","CHEBI:3731","chloride"
"2.A.49.6.5","CHEBI:24834","inorganic anion"
"2.A.17.3.16","CHEBI:71263","nitrate"
"2.A.17.3.16","CHEBI:2365","(+)-abscisic acid"
"1.A.30.3.3","CHEBI:5584","hydron"
"5.B.2.1.4","CHEBI:10545","electron"
"2.A.12.1.12","CHEBI:2342","ADP"
"2.A.12.1.12","CHEBI:2359","ATP"
"3.A.1.1.12","CHEBI:7893","6-O-alpha-D-glucopyranosyl-D-fructofuranose"
"1.C.52.1.32","CHEBI:24870","ion"
"9.A.18.1.5","CHEBI:7990","peptide"
"1.C.1.1.2","CHEBI:24870","ion"
"3.E.1.1.8","CHEBI:5584","hydron"
"1.A.77.3.4","CHEBI:3473","cation"
"1.C.97.1.4","CHEBI:25367","molecule"
"5.A.1.2.9","CHEBI:23008","carbohydrate"
"5.A.1.2.9","CHEBI:10545","electron"
"1.B.8.2.11","CHEBI:25367","molecule"
"2.A.6.5.13","CHEBI:62545","acyl alpha,alpha-trehalose"
"1.C.52.1.17","CHEBI:24870","ion"
"2.A.117.1.1","CHEBI:3020","benzalkonium chloride"
"2.A.117.1.1","CHEBI:383703","3,6-diamino-10-methylacridinium chloride"
"2.A.117.1.1","CHEBI:31466","dequalinium chloride"
"2.A.117.1.1","CHEBI:8650","putrescine"
"2.A.117.1.1","CHEBI:3288","cadaverine"
"2.A.117.1.1","CHEBI:3614","chlorhexidine"
"2.A.117.1.1","CHEBI:8452","3,6-diaminoacridine"
"2.A.117.1.1","CHEBI:48218","antiseptic drug"
"1.A.1.5.36","CHEBI:23058","cation"
"1.A.8.10.2","CHEBI:5585","water"
"1.A.8.10.2","CHEBI:7434","ammonia"
"1.A.8.10.2","CHEBI:9888","urea"
"1.A.8.10.2","CHEBI:5448","glycerol"
"1.A.8.10.2","CHEBI:3283","carbon dioxide"
"9.B.278.1.6","CHEBI:14911","protein"
"2.A.49.3.2","CHEBI:22563","anion"
"4.E.1.1.3","CHEBI:9744","triphosphate(5-)"
"2.A.1.16.2","CHEBI:5584","hydron"
"2.A.1.16.2","CHEBI:28199","ferrienterobactin(3-)"
"2.A.3.3.19","CHEBI:817","histamine"
"1.A.10.1.30","CHEBI:36914","inorganic ion"
"2.A.27.1.4","CHEBI:9175","sodium(1+)"
"2.A.27.1.4","CHEBI:29987","glutamate(2-)"
"9.B.104.1.1","CHEBI:8526","protein polypeptide chain"
"3.A.5.1.4","CHEBI:14911","protein"
"2.A.1.75.1","CHEBI:3407","monocarboxylic acid anion"
"2.A.4.1.6","CHEBI:25213","metal cation"
"1.A.1.4.4","CHEBI:8345","potassium(1+)"
"3.A.1.15.13","CHEBI:10113","zinc(2+)"
"2.A.1.1.137","CHEBI:5448","glycerol"
"2.A.37.1.1","CHEBI:8345","potassium(1+)"
"3.A.1.208.2","CHEBI:5437","glutathione"
"3.A.1.208.2","CHEBI:31781","lopinavir"
"3.A.1.208.2","CHEBI:6837","methotrexate"
"3.A.1.208.2","CHEBI:9408","taurocholic acid"
"3.A.1.208.2","CHEBI:9412","taurolithocholic acid sulfate"
"3.A.1.208.2","CHEBI:16427","mono(glucosyluronic acid)bilirubin"
"3.A.1.208.2","CHEBI:22315","alkaloid"
"3.A.1.208.2","CHEBI:48120","anthracycline"
"2.A.113.1.13","CHEBI:23337","cobalt(2+)"
"2.A.113.1.13","CHEBI:25517","nickel(2+)"
"2.A.47.1.7","CHEBI:9175","sodium(1+)"
"2.A.47.1.7","CHEBI:23688","dicarboxylic acid dianion"
"3.A.3.23.1","CHEBI:3473","cation"
"2.A.6.1.15","CHEBI:3290","cadmium(2+)"
"2.A.6.1.15","CHEBI:23337","cobalt(2+)"
"2.A.6.1.15","CHEBI:10113","zinc(2+)"
"1.A.1.5.32","CHEBI:9175","sodium(1+)"
"1.A.1.5.32","CHEBI:8345","potassium(1+)"
"3.A.1.211.6","CHEBI:59134","p-aminohippuric acid"
"3.A.1.211.6","CHEBI:7719","ochratoxin A"
"3.A.1.211.6","CHEBI:9408","taurocholic acid"
"3.A.1.211.6","CHEBI:6422","leukotriene C4"
"1.C.64.1.5","CHEBI:25367","molecule"
"2.A.29.18.2","CHEBI:8945","S-adenosyl-L-homocysteine"
"2.A.29.18.2","CHEBI:8946","S-adenosyl-L-methionine"
"1.B.28.1.1","CHEBI:25367","molecule"
"2.A.47.4.2","CHEBI:30297","antimonite"
"3.A.12.1.3","CHEBI:4291","deoxyribonucleic acid"
"1.A.97.1.2","CHEBI:25367","molecule"
"2.A.69.3.7","CHEBI:5905","indole-3-acetic acid"
"2.A.69.3.7","CHEBI:22676","auxin"
"1.B.62.1.8","CHEBI:25367","molecule"
"1.A.10.1.5","CHEBI:3473","cation"
"3.A.1.13.1","CHEBI:17439","cyanocob(III)alamin"
"1.C.17.3.1","CHEBI:5585","water"
"1.C.17.3.1","CHEBI:25367","molecule"
"1.C.17.3.1","CHEBI:53369","polyelectrolyte macromolecule"
"1.C.58.1.1","CHEBI:3473","cation"
"1.A.10.1.4","CHEBI:3308","calcium(2+)"
"1.A.10.1.4","CHEBI:25414","monoatomic monocation"
"1.B.47.1.3","CHEBI:3473","cation"
"2.A.16.2.1","CHEBI:15595","malate(2-)"
"1.A.77.1.6","CHEBI:3308","calcium(2+)"
"1.A.77.1.6","CHEBI:6635","magnesium(2+)"
"2.A.1.2.14","CHEBI:22599","arabinose"
"2.A.1.2.14","CHEBI:6181","L-arabinopyranose"
"3.A.1.201.42","CHEBI:63609","mefloquine"
"3.A.1.201.42","CHEBI:23888","drug"
"1.B.23.1.14","CHEBI:25367","molecule"
"1.B.62.1.9","CHEBI:25367","molecule"
"1.A.17.1.28","CHEBI:17996","chloride"
"1.A.17.1.28","CHEBI:24834","inorganic anion"
"3.A.8.1.2","CHEBI:14911","protein"
"2.A.38.1.2","CHEBI:8345","potassium(1+)"
"2.A.1.1.2","CHEBI:4265","aldehydo-D-xylose"
"2.A.1.1.2","CHEBI:22599","arabinose"
"2.A.1.1.2","CHEBI:6181","L-arabinopyranose"
"2.A.1.1.2","CHEBI:4139","D-galactopyranose"
"3.A.1.5.12","CHEBI:26546","rhamnose"
"1.A.9.2.3","CHEBI:24870","ion"
"1.A.11.1.8","CHEBI:49783","ammonium"
"3.A.1.201.23","CHEBI:1325","3',5'-cyclic AMP"
"1.B.1.1.4","CHEBI:22563","anion"
"1.B.1.1.4","CHEBI:5586","hydrogen peroxide"
"1.B.1.1.4","CHEBI:29007","ceftriaxone"
"1.B.6.2.10","CHEBI:25367","molecule"
"3.A.1.109.3","CHEBI:51232","2'-(4-ethoxyphenyl)-5-(4-methylpiperazin-1-yl)-2,5'-bibenzimidazole"
"2.A.1.31.1","CHEBI:25517","nickel(2+)"
"1.A.52.1.5","CHEBI:3308","calcium(2+)"
"1.B.67.1.3","CHEBI:25367","molecule"
"1.B.49.1.3","CHEBI:25367","molecule"
"1.B.69.1.4","CHEBI:25367","molecule"
"1.A.25.1.10","CHEBI:25367","molecule"
"1.A.9.3.6","CHEBI:36915","inorganic cation"
"1.A.14.3.14","CHEBI:39124","calcium ion"
"1.A.14.3.14","CHEBI:23058","cation"
"1.A.22.1.3","CHEBI:24870","ion"
"1.A.22.1.3","CHEBI:25728","osmolyte"
"2.A.1.20.1","CHEBI:45745","streptomycin"
"2.A.1.20.1","CHEBI:6104","kanamycin"
"2.A.1.20.1","CHEBI:61448","isopropyl beta-D-thiogalactopyranoside"
"2.A.1.20.1","CHEBI:6668","maltose"
"2.A.1.20.1","CHEBI:3522","cellobiose"
"2.A.1.20.1","CHEBI:6353","alpha-lactose"
"2.A.1.20.1","CHEBI:320061","methyl alpha-D-glucopyranoside"
"2.A.1.20.1","CHEBI:24163","galactoside"
"2.A.1.20.1","CHEBI:5418","glucose"
"1.A.27.1.8","CHEBI:22563","anion"
"2.A.18.5.1","CHEBI:1786","gamma-aminobutyric acid"
"2.A.18.5.1","CHEBI:5460","glycine"
"1.A.24.1.8","CHEBI:25367","molecule"
"2.A.1.2.95","CHEBI:3603","chloramphenicol"
"2.A.1.2.95","CHEBI:87211","fluoroquinolone antibiotic"
"3.A.20.1.1","CHEBI:8526","protein polypeptide chain"
"3.A.3.30.1","CHEBI:3473","cation"
"2.C.1.1.12","CHEBI:35627","beta-lactam"
"2.C.1.1.12","CHEBI:3508","ceftazidime"
"2.C.1.1.12","CHEBI:87211","fluoroquinolone antibiotic"
"1.D.118.1.1","CHEBI:9175","sodium(1+)"
"1.D.118.1.1","CHEBI:8345","potassium(1+)"
"1.D.118.1.1","CHEBI:5584","hydron"
"1.D.118.1.1","CHEBI:24636","proton"
"1.A.1.16.7","CHEBI:29103","potassium(1+)"
"2.A.21.5.7","CHEBI:5946","iodide"
"2.A.21.5.7","CHEBI:9175","sodium(1+)"
"2.A.21.5.7","CHEBI:14739","pantothenate"
"2.A.21.5.7","CHEBI:3108","biotin"
"2.A.21.5.7","CHEBI:17460","lipoamide"
"2.A.21.5.7","CHEBI:33229","vitamin"
"1.A.1.5.7","CHEBI:8345","potassium(1+)"
"1.A.1.5.7","CHEBI:49847","rubidium(1+)"
"1.A.1.5.7","CHEBI:33126","caesium(1+)"
"1.B.4.1.1","CHEBI:25367","molecule"
"1.C.104.1.2","CHEBI:25367","molecule"
"3.A.3.10.21","CHEBI:4665","monoatomic dication"
"5.B.2.1.7","CHEBI:10545","electron"
"1.A.16.2.2","CHEBI:71263","nitrate"
"1.A.69.4.2","CHEBI:3473","cation"
"1.A.77.3.44","CHEBI:3473","cation"
"1.C.39.8.2","CHEBI:25367","molecule"
"2.A.112.1.2","CHEBI:8150","phospholipid"
"2.A.1.2.76","CHEBI:23380","copper(2+)"
"2.A.1.2.76","CHEBI:49552","copper(1+)"
"9.B.99.1.2","CHEBI:22582","antimicrobial agent"
"2.A.1.3.69","CHEBI:23888","drug"
"1.A.1.5.17","CHEBI:8345","potassium(1+)"
"3.A.3.5.10","CHEBI:49551","copper(1+)"
"3.A.3.5.10","CHEBI:49468","silver(1+)"
"2.A.6.6.8","CHEBI:3659","cholesterol"
"2.A.1.3.70","CHEBI:33855","arenecarbaldehyde"
"2.A.1.3.70","CHEBI:33655","aromatic compound"
"3.A.10.3.1","CHEBI:5584","hydron"
"9.B.28.1.6","CHEBI:6668","maltose"
"2.A.1.49.6","CHEBI:37550","sphingosine 1-phosphate"
"1.B.14.15.4","CHEBI:25367","molecule"
"3.A.10.3.5","CHEBI:5584","hydron"
"2.A.47.1.17","CHEBI:9175","sodium(1+)"
"2.A.47.1.17","CHEBI:50744","citrate salt"
"2.A.47.1.17","CHEBI:23688","dicarboxylic acid dianion"
"1.A.89.1.1","CHEBI:24870","ion"
"1.G.12.2.5","CHEBI:25367","molecule"
"1.A.33.1.5","CHEBI:24870","ion"
"4.A.6.1.23","CHEBI:9840","UDP-sugar"
"1.A.1.12.3","CHEBI:8345","potassium(1+)"
"2.A.29.5.7","CHEBI:5974","iron atom"
"2.A.118.1.3","CHEBI:28965","dicarboxylic acid dianion"
"9.A.57.1.5","CHEBI:36080","protein"
"3.A.3.8.3","CHEBI:75283","miltefosine"
"3.A.3.8.3","CHEBI:8150","phospholipid"
"3.A.3.8.3","CHEBI:37739","glycerophospholipid"
"2.A.1.44.2","CHEBI:6255","L-isoleucine"
"2.A.1.44.2","CHEBI:6321","L-valine"
"2.A.1.44.2","CHEBI:6260","L-leucine"
"2.A.1.44.2","CHEBI:6282","L-phenylalanine"
"2.A.123.2.14","CHEBI:9314","sucrose"
"3.A.1.125.1","CHEBI:6495","lipoprotein"
"4.A.2.1.6","CHEBI:14575","mannose"
"2.A.2.4.2","CHEBI:5584","hydron"
"2.A.2.4.2","CHEBI:9314","sucrose"
"1.B.35.3.1","CHEBI:25367","molecule"
"2.A.1.19.34","CHEBI:23888","drug"
"1.H.2.1.3","CHEBI:25367","molecule"
"1.B.46.1.6","CHEBI:6495","lipoprotein"
"1.B.30.1.2","CHEBI:25367","molecule"
"2.A.100.1.2","CHEBI:5974","iron atom"
"4.A.1.2.18","CHEBI:17315","D-glucosamine"
"4.A.1.2.18","CHEBI:4167","D-glucopyranose"
"4.A.1.2.18","CHEBI:16024","D-mannose"
"4.A.1.2.18","CHEBI:15824","D-fructose"
"1.B.16.2.2","CHEBI:25367","molecule"
"1.B.3.1.14","CHEBI:17593","maltooligosaccharide"
"1.B.3.1.14","CHEBI:6668","maltose"
"2.A.27.1.5","CHEBI:29987","glutamate(2-)"
"1.B.1.1.11","CHEBI:43968","meropenem"
"1.B.1.1.11","CHEBI:29470","2-(Biaryl)carbapenems"
"1.A.8.8.19","CHEBI:5585","water"
"2.A.22.3.4","CHEBI:9175","sodium(1+)"
"2.A.22.3.4","CHEBI:3909","creatine"
"1.A.10.1.3","CHEBI:3308","calcium(2+)"
"1.A.10.1.3","CHEBI:25414","monoatomic monocation"
"1.A.72.3.4","CHEBI:5714","mercury(2+)"
"2.A.1.2.1","CHEBI:5584","hydron"
"2.A.1.2.1","CHEBI:9530","thiamine(1+)"
"2.A.1.2.1","CHEBI:2639","amiloride"
"2.A.1.2.1","CHEBI:8667","pyridoxal"
"2.A.1.2.1","CHEBI:8671","pyridoxine"
"3.A.1.3.12","CHEBI:25094","lysine"
"3.A.1.3.12","CHEBI:2643","arginine"
"3.A.1.3.12","CHEBI:5432","glutamine"
"3.A.1.3.12","CHEBI:5733","histidine"
"2.A.110.1.2","CHEBI:5651","ferroheme b"
"1.C.36.4.1","CHEBI:8526","protein polypeptide chain"
"3.A.1.26.8","CHEBI:3108","biotin"
"2.A.1.19.4","CHEBI:5584","hydron"
"2.A.1.19.4","CHEBI:23688","dicarboxylic acid dianion"
"2.A.1.19.4","CHEBI:51354","benzylpenicillin(1-)"
"2.A.1.19.4","CHEBI:23447","cyclic nucleotide"
"2.A.1.19.4","CHEBI:10427","beta-lactam antibiotic"
"2.A.1.19.4","CHEBI:3098","bile acid"
"2.A.1.19.4","CHEBI:9263","steroid"
"2.A.1.19.4","CHEBI:135560","prajmalium"
"2.A.1.19.4","CHEBI:25728","osmolyte"
"2.A.1.19.4","CHEBI:23888","drug"
"4.A.4.1.2","CHEBI:30911","glucitol"
"4.A.6.1.25","CHEBI:4230","ribitol"
"1.C.75.1.2","CHEBI:25367","molecule"
"3.A.10.1.17","CHEBI:5584","hydron"
"8.A.133.1.3","CHEBI:8526","protein polypeptide chain"
"2.A.18.4.2","CHEBI:2835","aromatic amino acid"
"2.A.23.4.1","CHEBI:9175","sodium(1+)"
"2.A.23.4.1","CHEBI:16857","L-threonine"
"2.A.23.4.1","CHEBI:9116","serine"
"2.A.19.2.9","CHEBI:3290","cadmium(2+)"
"2.A.19.2.9","CHEBI:3308","calcium(2+)"
"2.A.19.2.9","CHEBI:23380","copper(2+)"
"2.A.19.2.9","CHEBI:29035","manganese(2+)"
"2.A.19.2.9","CHEBI:10113","zinc(2+)"
"2.A.19.2.9","CHEBI:5584","hydron"
"2.A.20.1.2","CHEBI:7793","phosphate(3-)"
"2.A.7.3.42","CHEBI:8843","riboflavin"
"5.B.1.1.1","CHEBI:10545","electron"
"1.C.42.1.2","CHEBI:25367","molecule"
"2.A.3.8.11","CHEBI:1377","L-dopa"
"2.A.3.8.11","CHEBI:4052","cystine"
"2.A.3.8.11","CHEBI:2539","alanine"
"2.A.3.8.11","CHEBI:2643","arginine"
"2.A.3.8.11","CHEBI:18237","glutamic acid"
"2.A.3.8.11","CHEBI:9116","serine"
"2.A.3.8.11","CHEBI:5733","histidine"
"2.A.3.8.11","CHEBI:8089","phenylalanine"
"2.A.3.8.11","CHEBI:9769","tryptophan"
"2.A.3.8.11","CHEBI:9800","tyrosine"
"1.A.17.1.10","CHEBI:3731","chloride"
"3.A.1.5.18","CHEBI:7755","oligopeptide"
"1.B.16.2.5","CHEBI:25367","molecule"
"1.C.17.2.1","CHEBI:5585","water"
"1.C.17.2.1","CHEBI:25367","molecule"
"1.C.17.2.1","CHEBI:53369","polyelectrolyte macromolecule"
"1.C.62.1.2","CHEBI:25367","molecule"
"2.A.66.10.1","CHEBI:5584","hydron"
"2.A.55.1.1","CHEBI:3290","cadmium(2+)"
"2.A.55.1.1","CHEBI:23337","cobalt(2+)"
"2.A.55.1.1","CHEBI:23380","copper(2+)"
"2.A.55.1.1","CHEBI:34754","iron(2+)"
"2.A.55.1.1","CHEBI:29035","manganese(2+)"
"2.A.55.1.1","CHEBI:25517","nickel(2+)"
"2.A.55.1.1","CHEBI:10113","zinc(2+)"
"2.A.1.7.6","CHEBI:9314","sucrose"
"2.A.29.18.1","CHEBI:8946","S-adenosyl-L-methionine"
"2.A.3.10.20","CHEBI:25094","lysine"
"2.A.3.10.20","CHEBI:2643","arginine"
"2.A.3.10.20","CHEBI:5733","histidine"
"2.A.29.14.5","CHEBI:29987","glutamate(2-)"
"2.A.42.1.4","CHEBI:9800","tyrosine"
"1.C.52.1.12","CHEBI:24870","ion"
"1.B.14.1.12","CHEBI:84734","Fe(III)-complexed siderophore"
"2.A.1.42.1","CHEBI:55493","1-O-acylglycerophosphoethanolamine"
"2.A.1.42.1","CHEBI:60430","2-monolysocardiolipin"
"3.A.3.10.17","CHEBI:29035","manganese(2+)"
"1.A.77.3.33","CHEBI:3473","cation"
"3.A.19.1.5","CHEBI:14911","protein"
"1.A.96.1.3","CHEBI:25367","molecule"
"1.B.35.3.2","CHEBI:25367","molecule"
"2.A.1.3.39","CHEBI:8984","sodium dodecyl sulfate"
"2.A.1.3.39","CHEBI:9731","trimethoprim"
"2.A.1.3.39","CHEBI:6477","linezolid"
"2.A.1.3.39","CHEBI:3603","chloramphenicol"
"2.A.92.1.2","CHEBI:3665","choline"
"2.A.17.2.3","CHEBI:4634","dipeptide"
"2.A.2.4.9","CHEBI:9314","sucrose"
"2.A.2.4.9","CHEBI:5418","glucose"
"2.A.2.4.9","CHEBI:5172","fructose"
"1.B.9.4.1","CHEBI:24493","hemin"
"1.C.105.2.2","CHEBI:3473","cation"
"2.A.1.12.1","CHEBI:62084","N-glycoloyl-beta-neuraminic acid"
"2.A.1.12.1","CHEBI:45744","N-acetyl-beta-neuraminic acid"
"2.A.3.3.11","CHEBI:2642","alpha-amino acid"
"1.C.64.1.2","CHEBI:25367","molecule"
"1.A.95.1.4","CHEBI:25367","molecule"
"1.A.4.4.3","CHEBI:36915","inorganic cation"
"3.B.1.1.7","CHEBI:9175","sodium(1+)"
"1.B.58.1.5","CHEBI:25367","molecule"
"1.B.14.2.2","CHEBI:5651","ferroheme b"
"1.B.66.1.5","CHEBI:25367","molecule"
"3.A.3.8.16","CHEBI:6486","lipid"
"2.A.123.1.11","CHEBI:9840","UDP-sugar"
"1.A.1.4.12","CHEBI:29103","potassium(1+)"
"2.A.5.3.5","CHEBI:10113","zinc(2+)"
"1.A.54.4.2","CHEBI:3473","cation"
"2.A.1.38.2","CHEBI:26672","siderophore"
"1.C.12.1.16","CHEBI:25367","molecule"
"1.A.13.1.6","CHEBI:3731","chloride"
"1.A.8.11.1","CHEBI:5585","water"
"2.D.1.1.9","CHEBI:8137","phosphatidyl-L-serine"
"1.A.1.24.5","CHEBI:8345","potassium(1+)"
"2.A.1.14.3","CHEBI:35396","tartrate"
"8.A.131.1.6","CHEBI:14911","protein"
"2.A.6.6.5","CHEBI:10545","electron"
"3.A.1.1.5","CHEBI:24583","hexitol"
"1.A.43.1.2","CHEBI:17051","fluoride"
"1.A.43.1.2","CHEBI:41334","(R)-camphor"
"2.A.1.14.46","CHEBI:21301","L-glutamate(1-)"
"1.B.84.1.3","CHEBI:25367","molecule"
"3.A.1.5.3","CHEBI:25517","nickel(2+)"
"1.G.20.2.2","CHEBI:25367","molecule"
"2.A.36.6.8","CHEBI:9175","sodium(1+)"
"2.A.36.6.8","CHEBI:5584","hydron"
"2.A.7.12.7","CHEBI:9823","UDP-N-acetyl-alpha-D-glucosamine"
"3.A.3.2.39","CHEBI:3308","calcium(2+)"
"3.A.3.5.13","CHEBI:49551","copper(1+)"
"3.A.3.10.11","CHEBI:29035","manganese(2+)"
"1.B.1.5.6","CHEBI:25367","molecule"
"1.A.21.1.8","CHEBI:25367","molecule"
"1.C.62.1.1","CHEBI:25367","molecule"
"1.A.1.5.19","CHEBI:3473","cation"
"1.A.31.1.4","CHEBI:24870","ion"
"1.B.14.11.1","CHEBI:25517","nickel(2+)"
"1.B.14.11.1","CHEBI:29034","iron(3+)"
"1.B.14.11.1","CHEBI:35143","hemoglobin"
"1.B.14.11.1","CHEBI:14386","heme"
"2.A.1.19.40","CHEBI:35757","monocarboxylic acid anion"
"2.A.1.19.40","CHEBI:6202","(R)-carnitine"
"2.A.1.19.40","CHEBI:9006","salicylic acid"
"2.A.18.5.3","CHEBI:1786","gamma-aminobutyric acid"
"2.A.18.5.3","CHEBI:5460","glycine"
"1.B.17.3.10","CHEBI:383703","3,6-diamino-10-methylacridinium chloride"
"1.B.17.3.10","CHEBI:9501","tetraphenylarsonium"
"1.B.17.3.10","CHEBI:8641","puromycin"
"2.A.123.1.27","CHEBI:18133","hexose"
"1.A.7.1.4","CHEBI:3473","cation"
"2.A.1.1.99","CHEBI:10202","alpha,alpha-trehalose"
"1.C.112.1.1","CHEBI:24870","ion"
"1.B.27.2.1","CHEBI:25367","molecule"
"3.E.2.2.1","CHEBI:5584","hydron"
"4.A.5.1.5","CHEBI:5251","galactitol"
"2.A.60.1.5","CHEBI:63827","bromosulfophthalein sodium"
"2.A.60.1.5","CHEBI:57748","cholate"
"2.A.60.1.5","CHEBI:7719","ochratoxin A"
"2.A.60.1.5","CHEBI:9408","taurocholic acid"
"2.A.60.1.5","CHEBI:17474","estrone 3-sulfate"
"2.A.60.1.5","CHEBI:1724","dehydroepiandrosterone sulfate"
"2.A.60.1.5","CHEBI:10427","beta-lactam antibiotic"
"2.A.60.1.5","CHEBI:9927","valsartan"
"2.A.60.1.5","CHEBI:8360","pravastatin"
"2.A.60.1.5","CHEBI:23899","icosanoid"
"2.A.60.1.5","CHEBI:6422","leukotriene C4"
"2.A.60.1.5","CHEBI:9576","thromboxane B2"
"2.A.60.1.5","CHEBI:7805","ouabain"
"2.A.60.1.5","CHEBI:10074","xenobiotic"
"2.A.60.1.5","CHEBI:60311","thyroid hormone"
"2.A.60.1.5","CHEBI:23888","drug"
"2.A.28.3.5","CHEBI:9175","sodium(1+)"
"2.A.47.1.3","CHEBI:9175","sodium(1+)"
"3.A.1.5.31","CHEBI:24163","galactoside"
"2.A.117.2.1","CHEBI:23888","drug"
"1.A.72.3.2","CHEBI:5714","mercury(2+)"
"3.A.1.10.1","CHEBI:34755","iron(3+)"
"2.A.56.1.1","CHEBI:5584","hydron"
"2.A.56.1.1","CHEBI:14584","mesaconate(2-)"
"2.A.56.1.1","CHEBI:17240","itaconate(2-)"
"2.A.56.1.1","CHEBI:15595","malate(2-)"
"2.A.56.1.1","CHEBI:30031","succinate(2-)"
"2.A.56.1.1","CHEBI:42511","fumarate(2-)"
"2.A.56.1.1","CHEBI:30839","orotate"
"1.A.56.1.10","CHEBI:49551","copper(1+)"
"1.B.23.1.8","CHEBI:25367","molecule"
"3.D.2.3.1","CHEBI:5584","hydron"
"9.A.76.1.3","CHEBI:24024","fatty acid"
"3.A.1.2.10","CHEBI:2472","adenosine"
"3.A.1.2.10","CHEBI:5564","guanosine"
"3.A.1.2.10","CHEBI:17172","2'-deoxyguanosine"
"3.A.1.2.10","CHEBI:5927","inosine"
"3.A.1.2.10","CHEBI:10066","xanthosine"
"1.B.6.6.6","CHEBI:25367","molecule"
"5.B.1.3.2","CHEBI:10545","electron"
"9.A.42.1.1","CHEBI:29033","iron(2+)"
